queue_order,person_id,province,excel_row,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
66,FC2515-P16-R0120,河南,120,FRAGMENT_TAIL,张磊,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
67,FC2515-P16-R0142,河南,142,SHIFT_FRAGMENT,曹磊,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
68,FC2515-P16-R0144,河南,144,SHIFT_FRAGMENT,梁友,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
69,FC2515-P16-R0155,河南,155,SHIFT_FRAGMENT,丁剑,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
70,FC2515-P16-R0165,河南,165,FRAGMENT_HEAD,王铭,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
71,FC2515-P16-R0166,河南,166,FRAGMENT_TAIL,王铭,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
72,FC2515-P16-R0168,河南,168,SHIFT_FRAGMENT,王森,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
73,FC2515-P16-R0171,河南,171,SHIFT_FRAGMENT,王雷,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
74,FC2515-P16-R0173,河南,173,FRAGMENT_HEAD,王鹏（青企联）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
75,FC2515-P16-R0174,河南,174,FRAGMENT_TAIL,王鹏（青企联）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
76,FC2515-P16-R0175,河南,175,SHIFT_FRAGMENT,王颖,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
77,FC2515-P16-R0214,河南,214,SHIFT_FRAGMENT,白砥,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
78,FC2515-P16-R0232,河南,232,FRAGMENT_HEAD,刘刚（省直）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
79,FC2515-P16-R0233,河南,233,FRAGMENT_TAIL,刘刚（省直）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
80,FC2515-P16-R0251,河南,251,FRAGMENT_HEAD,许冉（女）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
81,FC2515-P16-R0252,河南,252,FRAGMENT_TAIL,许冉（女）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
82,FC2515-P16-R0253,河南,253,SHIFT_FRAGMENT,许锐,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
83,FC2515-P16-R0255,河南,255,SHIFT_FRAGMENT,孙浩,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
84,FC2515-P16-R0266,河南,266,FRAGMENT_HEAD,李林（女）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
85,FC2515-P16-R0267,河南,267,FRAGMENT_TAIL,李林（女）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
86,FC2515-P16-R0268,河南,268,FRAGMENT_HEAD,李建,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
87,FC2515-P16-R0269,河南,269,FRAGMENT_TAIL,李建,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
88,FC2515-P16-R0271,河南,271,CONTAMINATED_MULTIPERSON,李莉（女）|李涛,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
89,FC2515-P16-R0318,河南,318,SHIFT_FRAGMENT,张彪,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
90,FC2515-P16-R0320,河南,320,SHIFT_FRAGMENT,张康,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
91,FC2515-P16-R0322,河南,322,FRAGMENT_HEAD,张辉（女）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
92,FC2515-P16-R0323,河南,323,FRAGMENT_TAIL,张辉（女）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
93,FC2515-P16-R0324,河南,324,SHIFT_FRAGMENT,张斌,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
94,FC2515-P16-R0326,河南,326,SHIFT_FRAGMENT,张慧（女）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
95,FC2515-P16-R0413,河南,413,SHIFT_FRAGMENT,徐瑞,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
96,FC2515-P16-R0424,河南,424,SHIFT_FRAGMENT,郭锐,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
97,FC2515-P16-R0429,河南,429,FRAGMENT_HEAD,黄梅（女）,,,DEFERRED_CANONICAL_IDENTITY_REPAIR_REQUIRED,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_ha/202208/t20220829_113897.html,Canonical person_id is attached to a malformed source fragment/compound row; assigning current organization/title before canonical split/merge risks cross-person contamination. Identity candidates are evidence-backed and carried forward to structural conflict resolution.
